Name,vegetables,unknown,dairy,human,animal,insect,freeliving
L_johnsonii_117a,0,0,0,0,1,0,0
L_johnsonii_117c,0,0,0,0,1,0,0
L_johnsonii_117d,0,0,0,0,1,0,0
L_johnsonii_117k,0,0,0,0,1,0,0
L_johnsonii_117q,0,0,0,0,1,0,0
L_johnsonii_117x,0,0,0,0,1,0,0
L_johnsonii_3DG,0,0,0,0,1,0,0
L_johnsonii_7409N31,0,0,0,0,1,0,0
L_johnsonii_A16,0,1,0,0,0,0,0
L_johnsonii_A31_23_LJ_DSS,0,1,0,0,0,0,0
L_johnsonii_A53_45_LJ_DSS,0,1,0,0,0,0,0
L_johnsonii_BS15,0,0,0,1,0,0,0
L_johnsonii_BSD2780061687_150420_B4,0,0,0,1,0,0,0
L_johnsonii_Byun-jo-01,0,0,0,0,1,0,0
L_johnsonii_Chicken_6_mag_125,0,0,0,0,1,0,0
L_johnsonii_DPC_6026,0,0,0,0,1,0,0
L_johnsonii_FI9785,0,0,0,0,1,0,0
L_johnsonii_G2A,0,0,0,0,1,0,0
L_johnsonii_GHZ10a,0,0,1,0,0,0,0
L_johnsonii_IDCC9203,0,0,0,1,0,0,0
L_johnsonii_L2,0,0,0,0,1,0,0
L_johnsonii_MGYG_HGUT_00008,0,0,0,1,0,0,0
L_johnsonii_MR1,0,0,0,0,1,0,0
L_johnsonii_NCC_533,0,1,0,0,0,0,0
L_johnsonii_NCK2677,0,0,0,0,1,0,0
L_johnsonii_PH-2,0,0,0,0,1,0,0
L_johnsonii_Q1-7,0,0,0,0,1,0,0
L_johnsonii_UBA11948,0,0,0,0,1,0,0
L_johnsonii_UBLJ-01,0,0,0,1,0,0,0
L_johnsonii_UMNLJ21,0,0,0,0,1,0,0
L_johnsonii_UMNLJ22,0,0,0,0,1,0,0
L_johnsonii_UMNLJ54,0,0,0,0,1,0,0
L_johnsonii_ZLJ010,0,0,0,0,1,0,0
L_kalixensis_DSM_16043,0,0,0,0,1,0,0
L_kefiranofaciens_1207,0,0,1,0,0,0,0
L_kefiranofaciens_ATCC_43761,0,1,0,0,0,0,0
L_kefiranofaciens_SCB2517,0,0,1,0,0,0,0
L_kefiranofaciens_subsp_kefiranofaciens_DSM_5016,0,0,1,0,0,0,0
L_kefiranofaciens_subsp_kefiranofaciens_LKK75,0,0,1,0,0,0,0
L_kefiranofaciens_subsp_kefiranofaciens_ZW3,0,0,1,0,0,0,0
L_kefiranofaciens_subsp_kefirgranum_DSM_10550,0,0,1,0,0,0,0
L_kefiranofaciens_subsp_kefirgranum_HL1,0,0,1,0,0,0,0
L_kefiranofaciens_subsp_kefirgranum_M1,0,0,1,0,0,0,0
L_kitasatonis_A12,0,0,0,0,1,0,0
L_kitasatonis_DSM_16761,0,0,0,0,1,0,0
L_kullabergensis_ESL0186,0,0,0,0,1,0,0
L_mulieris_CM_D01_S772-bin_1,0,0,0,1,0,0,0
L_mulieris_CM_F05_S806-bin_1,0,0,0,1,0,0,0
L_mulieris_DZD_CM_06_S774-bin_1,0,0,0,1,0,0,0
L_mulieris_DZD_CM_20_S788-bin_1,0,0,0,1,0,0,0
L_mulieris_MHKL_MAG_00002,0,0,0,1,0,0,0
L_mulieris_MHKL_MAG_00004,0,0,0,1,0,0,0
L_mulieris_MHKL_MAG_00041,0,0,0,1,0,0,0
L_mulieris_MHKL_MAG_00055,0,0,0,1,0,0,0
L_mulieris_MHKL_MAG_00078,0,0,0,1,0,0,0
L_mulieris_MHKL_MAG_00082,0,0,0,1,0,0,0
L_mulieris_MHKL_MAG_00102,0,0,0,1,0,0,0
L_mulieris_MHKL_MAG_00210,0,0,0,1,0,0,0
L_mulieris_MHKL_MAG_00230,0,0,0,1,0,0,0
L_mulieris_MHKL_MAG_00232,0,0,0,1,0,0,0
L_mulieris_MHKL_MAG_00236,0,0,0,1,0,0,0
L_mulieris_MHKL_MAG_00238,0,0,0,1,0,0,0
L_mulieris_MHKL_MAG_00279,0,0,0,1,0,0,0
L_mulieris_MHKL_MAG_00289,0,0,0,1,0,0,0
L_nasalidis_YZ01,0,0,0,0,1,0,0
L_nasalidis_YZ03,0,0,0,0,1,0,0
L_panisapium_ESL0409,0,0,0,1,0,0,0
L_panisapium_ESL0411,0,0,0,1,0,0,0
L_panisapium_ESL0413,0,0,0,1,0,0,0
L_panisapium_ESL0416,0,0,0,1,0,0,0
L_paragasseri_1001095IJ_161003_B4,0,0,0,1,0,0,0
L_paragasseri_D6t1_180914_C1,0,0,0,1,0,0,0
L_paragasseri_Indica,0,0,0,1,0,0,0
L_paragasseri_J1101004_170508_E2,0,0,0,1,0,0,0
L_paragasseri_JCM_1130,0,0,0,1,0,0,0
L_paragasseri_JCM_5343,0,0,0,1,0,0,0
L_paragasseri_JV-V03,0,0,0,1,0,0,0
L_paragasseri_NCK1347,0,0,0,1,0,0,0
L_paragasseri_NCTC13720,0,0,0,1,0,0,0
L_paragasseri_QAULPN3,0,0,1,0,0,0,0
L_paragasseri_UMB6975,0,0,0,1,0,0,0
L_psittaci_DSM_15354,0,0,0,0,1,0,0
L_rodentium_DSM_24759,0,1,0,0,0,0,0
L_selangorensis_ATCC_BAA-66,0,1,0,0,0,0,0
L_sp_3B-2020,0,0,0,0,1,0,0
L_sp_3B2020,0,0,0,0,1,0,0
L_sp_A27,0,0,0,0,1,0,0
L_sp_CBA3605,1,0,0,0,0,0,0
L_sp_CBA3606,1,0,0,0,0,0,0
L_sp_CRM56-2,1,0,0,0,0,0,0
L_sp_F4_bin1,0,0,0,1,0,0,0
L_sp_F4_bin2,0,0,0,1,0,0,0
L_sp_F5_bin1,0,0,0,1,0,0,0
L_sp_F5_bin2,0,0,0,1,0,0,0
L_sp_F5_bin3,0,0,0,1,0,0,0
L_sp_F5_bin4,0,0,0,1,0,0,0
L_sp_F5_bin5,0,0,0,1,0,0,0
L_sp_HRGM_Genome_1946,0,0,0,1,0,0,0
L_sp_JM1,0,0,0,1,0,0,0
L_sp_LAC2,1,0,0,0,0,0,0
L_sp_LAC3,1,0,0,0,0,0,0
L_sp_LAC5,1,0,0,0,0,0,0
L_sp_M0392,0,0,0,0,0,1,0
L_sp_M0393,0,0,0,0,0,1,0
L_sp_M0396,0,0,0,0,0,1,0
L_sp_M0398,0,0,0,0,0,1,0
L_sp_M0403,0,0,0,0,0,1,0
L_sp_S2-2,1,0,0,0,0,0,0
L_sp_UBA10721,0,0,1,0,0,0,0
L_sp_UBA10789,0,0,0,0,0,0,1
L_sp_UBA10794,0,0,0,1,0,0,0
L_sp_UBA10990,0,0,0,0,0,0,1
L_sp_UBA11204,0,0,0,0,0,0,1
L_sp_UBA11212,0,0,0,0,0,0,1
L_sp_UBA11933,0,0,0,0,1,0,0
L_sp_UBA8002,0,0,0,0,1,0,0
L_sp_UBA8817,0,0,0,0,0,0,1
L_sp_UBA9140,0,0,0,0,0,0,1
L_sp_UBA9434,0,0,0,0,1,0,0
L_sp_UBA9489,0,0,0,0,1,0,0
L_sp_UBA9526,0,0,0,0,1,0,0
L_sp_UMNPBX3,0,0,0,0,1,0,0
L_sp_W8085,0,0,0,0,0,1,0
L_sp_W8086,0,0,0,0,0,1,0
L_sp_W8087,0,0,0,0,0,1,0
L_sp_W8088,0,0,0,0,0,1,0
L_sp_W8089,0,0,0,0,0,1,0
L_sp_W8090,0,0,0,0,0,1,0
L_sp_W8093,0,0,0,0,0,1,0
L_sp_W8172,0,0,0,0,0,1,0
L_sp_W8173,0,0,0,0,0,1,0
L_sp_W8174,0,0,0,0,0,1,0
L_sp_wkB8,0,0,1,0,0,0,0
L_taiwanensis_103a,0,0,0,0,1,0,0
L_taiwanensis_103j,0,0,0,0,1,0,0
L_taiwanensis_103n,0,0,0,0,1,0,0
L_taiwanensis_103q,0,0,0,0,1,0,0
L_taiwanensis_107d,0,0,0,0,1,0,0
L_taiwanensis_107q,0,0,0,0,1,0,0
L_taiwanensis_107u,0,0,0,0,1,0,0
L_taiwanensis_107v,0,0,0,0,1,0,0
L_taiwanensis_111k,0,0,0,0,1,0,0
L_taiwanensis_111m,0,0,0,0,1,0,0
L_taiwanensis_111o,0,0,0,0,1,0,0
L_taiwanensis_111u,0,0,0,0,1,0,0
L_taiwanensis_111w,0,0,0,0,1,0,0
L_taiwanensis_111z,0,0,0,0,1,0,0
L_taiwanensis_114e,0,0,0,0,1,0,0
L_taiwanensis_114f,0,0,0,0,1,0,0
L_taiwanensis_114t,0,0,0,0,1,0,0
L_taiwanensis_601a,0,0,0,0,1,0,0
L_taiwanensis_601b,0,0,0,0,1,0,0
L_taiwanensis_601c,0,0,0,0,1,0,0
L_taiwanensis_601y,0,0,0,0,1,0,0
L_taiwanensis_609h,0,0,0,0,1,0,0
L_taiwanensis_609q,0,0,0,0,1,0,0
L_taiwanensis_609r,0,0,0,0,1,0,0
L_taiwanensis_609u,0,0,0,0,1,0,0
L_taiwanensis_CLG01,0,0,0,0,1,0,0
L_taiwanensis_DSM_21401,1,0,0,0,0,0,0
L_taiwanensis_MGBC167061,0,1,0,0,0,0,0
L_terrae_NIBRBAC000499792,0,1,0,0,0,0,0
L_ultunensis_Kx293C1,0,0,0,1,0,0,0
L_ultunensis_MGYG_HGUT_01335,0,0,0,1,0,0,0
uncultured_L_sp_Chicken_10_mag_2,0,0,0,0,1,0,0
uncultured_L_sp_Chicken_10_mag_88,0,0,0,0,1,0,0
uncultured_L_sp_Chicken_14_mag_2,0,0,0,0,1,0,0
uncultured_L_sp_Chicken_1_mag_75,0,0,0,0,1,0,0
uncultured_L_sp_Chicken_7_mag_102,0,0,0,0,1,0,0
uncultured_L_sp_MGBC161554,0,1,0,0,0,0,0
uncultured_L_sp_MGBC162746,0,1,0,0,0,0,0
uncultured_L_sp_MGBC166701,0,1,0,0,0,0,0
uncultured_L_sp_UMB00015,0,1,0,0,0,0,0
uncultured_L_sp_UMB00017,0,1,0,0,0,0,0
uncultured_L_sp_UMB00041,0,1,0,0,0,0,0
